peptide,gene_id,treatment,timepoint,bio_rep,abundance
pep_0226,gene_046,ctrl,0h,5,59.72501957326591
pep_0226,gene_046,ctrl,0h,6,117.75768582611917
pep_0226,gene_046,ctrl,24h,1,39.961911296909804
pep_0226,gene_046,ctrl,24h,2,50.75710647411649
pep_0226,gene_046,ctrl,24h,3,64.1785072205458
pep_0226,gene_046,ctrl,24h,4,68.1462743939632
pep_0226,gene_046,ctrl,24h,5,136.46368927093536
pep_0226,gene_046,ctrl,24h,6,71.48576781343633
pep_0226,gene_046,ctrl,6h,1,54.285322980230305
pep_0226,gene_046,ctrl,6h,2,79.08796416513509
pep_0226,gene_046,ctrl,6h,3,79.84385793267833
pep_0226,gene_046,ctrl,6h,4,67.24613691968395
pep_0226,gene_046,ctrl,6h,5,56.57806309710166
pep_0226,gene_046,ctrl,6h,6,120.5328474769437
pep_0226,gene_046,drug,0h,1,81.45722085987279
pep_0226,gene_046,drug,0h,2,128.76008767988174
pep_0226,gene_046,drug,0h,3,60.125261737202024
pep_0226,gene_046,drug,0h,4,87.1356093682068
pep_0226,gene_046,drug,0h,5,128.06596988997993
pep_0226,gene_046,drug,0h,6,67.15781578090898
pep_0226,gene_046,drug,24h,1,52.32817894647936
pep_0226,gene_046,drug,24h,2,51.822446053989395
pep_0226,gene_046,drug,24h,3,94.9728185088855
pep_0226,gene_046,drug,24h,4,127.56820999763157
pep_0226,gene_046,drug,24h,5,65.38440127964292
pep_0226,gene_046,drug,24h,6,63.849476574830064
pep_0226,gene_046,drug,6h,1,119.62691399712519
pep_0226,gene_046,drug,6h,2,98.50229645963677
pep_0226,gene_046,drug,6h,3,60.224345965786476
pep_0226,gene_046,drug,6h,4,43.39201710638069
pep_0226,gene_046,drug,6h,5,29.768941336777058
pep_0226,gene_046,drug,6h,6,73.34788393941146
pep_0227,gene_046,ctrl,0h,1,140.01731668576247
pep_0227,gene_046,ctrl,0h,2,126.86929211716796
pep_0227,gene_046,ctrl,0h,3,118.10031825245984
pep_0227,gene_046,ctrl,0h,4,212.95418611383914
pep_0227,gene_046,ctrl,0h,5,68.83376996757688
pep_0227,gene_046,ctrl,0h,6,160.83973829807994
pep_0227,gene_046,ctrl,24h,1,167.17086592330136
pep_0227,gene_046,ctrl,24h,2,209.94203831604784
pep_0227,gene_046,ctrl,24h,3,203.1685659398419
pep_0227,gene_046,ctrl,24h,4,131.0739123567938
pep_0227,gene_046,ctrl,24h,5,103.41476153707214
pep_0227,gene_046,ctrl,24h,6,60.07350489218968
pep_0227,gene_046,ctrl,6h,1,120.92354161705822
pep_0227,gene_046,ctrl,6h,2,143.9320632451291
pep_0227,gene_046,ctrl,6h,3,132.47753932211984
pep_0227,gene_046,ctrl,6h,4,126.77437395416197
pep_0227,gene_046,ctrl,6h,5,114.9251879722182
pep_0227,gene_046,ctrl,6h,6,204.66488557252282
pep_0227,gene_046,drug,0h,1,236.701622414404
pep_0227,gene_046,drug,0h,2,136.56290453901983
pep_0227,gene_046,drug,0h,3,181.68477296397322
pep_0227,gene_046,drug,0h,4,55.25515274047831
pep_0227,gene_046,drug,0h,5,146.26903355873662
pep_0227,gene_046,drug,0h,6,181.16362088600496
pep_0227,gene_046,drug,24h,1,143.20043582060526
pep_0227,gene_046,drug,24h,2,41.31721056339697
pep_0227,gene_046,drug,24h,3,127.66007507633348
pep_0227,gene_046,drug,24h,4,204.9048078856879
pep_0227,gene_046,drug,24h,5,98.1989611266261
pep_0227,gene_046,drug,24h,6,111.82257034888347
pep_0227,gene_046,drug,6h,1,182.15916423880125
pep_0227,gene_046,drug,6h,2,83.33894205082126
pep_0227,gene_046,drug,6h,3,213.81866156019487
pep_0227,gene_046,drug,6h,4,193.35200837579524
pep_0227,gene_046,drug,6h,5,199.07539203707188
pep_0227,gene_046,drug,6h,6,52.892679346512104
pep_0228,gene_046,ctrl,0h,1,89.65951029712498
pep_0228,gene_046,ctrl,0h,2,105.78436288191875
pep_0228,gene_046,ctrl,0h,3,79.02395773073971
pep_0228,gene_046,ctrl,0h,4,101.15708225164123
pep_0228,gene_046,ctrl,0h,5,92.21044189353402
pep_0228,gene_046,ctrl,0h,6,72.48030074505532
pep_0228,gene_046,ctrl,24h,1,82.29964625114836
pep_0228,gene_046,ctrl,24h,2,59.20980980832689
pep_0228,gene_046,ctrl,24h,3,73.12511950847231
pep_0228,gene_046,ctrl,24h,4,101.81953947816567
pep_0228,gene_046,ctrl,24h,5,157.65617085166295
pep_0228,gene_046,ctrl,24h,6,83.20134143963621
pep_0228,gene_046,ctrl,6h,1,62.29567937082004
pep_0228,gene_046,ctrl,6h,2,64.04323895612569
pep_0228,gene_046,ctrl,6h,3,55.09871170602568
pep_0228,gene_046,ctrl,6h,4,38.366551347020646
pep_0228,gene_046,ctrl,6h,5,50.3835644922242
pep_0228,gene_046,ctrl,6h,6,88.19273173058534
pep_0228,gene_046,drug,0h,1,47.52808524461491
pep_0228,gene_046,drug,0h,2,21.455336677184796
pep_0228,gene_046,drug,0h,3,79.4901942654131
pep_0228,gene_046,drug,0h,4,88.09580482665285
pep_0228,gene_046,drug,0h,5,136.37519309565207
pep_0228,gene_046,drug,0h,6,76.77568867617923
pep_0228,gene_046,drug,24h,1,93.13915139027263
pep_0228,gene_046,drug,24h,2,53.77057621074747
pep_0228,gene_046,drug,24h,3,54.66422156762322
pep_0228,gene_046,drug,24h,4,62.72303124577048
pep_0228,gene_046,drug,24h,5,47.628070102234084
pep_0228,gene_046,drug,24h,6,46.25331460814839
pep_0228,gene_046,drug,6h,1,107.13673840512733
pep_0228,gene_046,drug,6h,2,126.38449246055599
pep_0228,gene_046,drug,6h,3,107.52398795851862
pep_0228,gene_046,drug,6h,4,57.81440122292995
pep_0228,gene_046,drug,6h,5,74.14491717274082
pep_0228,gene_046,drug,6h,6,81.72686201860328
pep_0229,gene_046,ctrl,0h,1,88.06919630997997
pep_0229,gene_046,ctrl,0h,2,34.746886088146844
pep_0229,gene_046,ctrl,0h,3,62.66703997878064
pep_0229,gene_046,ctrl,0h,4,27.298573775614614
pep_0229,gene_046,ctrl,0h,5,44.33627966624241
pep_0229,gene_046,ctrl,0h,6,10.538351825015464
pep_0229,gene_046,ctrl,24h,1,68.35057242294033
pep_0229,gene_046,ctrl,24h,2,41.149804352363425
pep_0229,gene_046,ctrl,24h,3,59.69283827338014
pep_0229,gene_046,ctrl,24h,4,34.33687094031376
pep_0229,gene_046,ctrl,24h,5,27.184489375521256
pep_0229,gene_046,ctrl,24h,6,46.69181337969148
pep_0229,gene_046,ctrl,6h,1,62.80193792875139
pep_0229,gene_046,ctrl,6h,2,42.45298867118959
pep_0229,gene_046,ctrl,6h,3,61.396102808618075
pep_0229,gene_046,ctrl,6h,4,55.481403307053455
pep_0229,gene_046,ctrl,6h,5,69.5485783610146
pep_0229,gene_046,ctrl,6h,6,78.26520000911574
pep_0229,gene_046,drug,0h,1,71.6312565969873
pep_0229,gene_046,drug,0h,2,38.16743121566974
pep_0229,gene_046,drug,0h,3,23.99322870382874
pep_0229,gene_046,drug,0h,4,54.64816526840593
pep_0229,gene_046,drug,0h,5,19.194693998166922
pep_0229,gene_046,drug,0h,6,38.13302752838524
pep_0229,gene_046,drug,24h,1,46.46188996154746
pep_0229,gene_046,drug,24h,2,62.903604316943415
pep_0229,gene_046,drug,24h,3,44.20802895156011
pep_0229,gene_046,drug,24h,4,48.80441004586787
pep_0229,gene_046,drug,24h,5,30.645690331116217
pep_0229,gene_046,drug,24h,6,102.41252576737644
pep_0229,gene_046,drug,6h,1,45.13044586574949
pep_0229,gene_046,drug,6h,2,78.03015091122812
pep_0229,gene_046,drug,6h,3,59.80131440382063
pep_0229,gene_046,drug,6h,4,68.23974368753805
pep_0229,gene_046,drug,6h,5,37.11014478039311
pep_0229,gene_046,drug,6h,6,19.793461759194148
pep_0230,gene_046,ctrl,0h,1,45.878619816842516
pep_0230,gene_046,ctrl,0h,2,88.28795898355244
pep_0230,gene_046,ctrl,0h,3,39.820939085487105
pep_0230,gene_046,ctrl,0h,4,85.17774598369296
pep_0230,gene_046,ctrl,0h,5,90.13905226047272
pep_0230,gene_046,ctrl,0h,6,35.61893116023355
pep_0230,gene_046,ctrl,24h,1,72.45299735269542
pep_0230,gene_046,ctrl,24h,2,35.080916450960345
pep_0230,gene_046,ctrl,24h,3,53.565571537811024
pep_0230,gene_046,ctrl,24h,4,110.00411675350743
pep_0230,gene_046,ctrl,24h,5,21.04785386517586
pep_0230,gene_046,ctrl,24h,6,61.37881101613947
pep_0230,gene_046,ctrl,6h,1,27.769224597360132
pep_0230,gene_046,ctrl,6h,2,63.05941918551413
pep_0230,gene_046,ctrl,6h,3,38.251274291701705
pep_0230,gene_046,ctrl,6h,4,109.42553550935364
pep_0230,gene_046,ctrl,6h,5,106.62204913931575
pep_0230,gene_046,ctrl,6h,6,97.07609264828749
pep_0230,gene_046,drug,0h,1,59.32932113627256
pep_0230,gene_046,drug,0h,2,89.92190298270401
pep_0230,gene_046,drug,0h,3,68.9125353822763
pep_0230,gene_046,drug,0h,4,108.01261707820824
pep_0230,gene_046,drug,0h,5,74.28555636866356
pep_0230,gene_046,drug,0h,6,32.022607120389694
pep_0230,gene_046,drug,24h,1,53.79750211164908
pep_0230,gene_046,drug,24h,2,137.71191776457167
pep_0230,gene_046,drug,24h,3,77.67823955150804
pep_0230,gene_046,drug,24h,4,28.590054050048163
pep_0230,gene_046,drug,24h,5,113.74421596471475
pep_0230,gene_046,drug,24h,6,81.47788711936775
pep_0230,gene_046,drug,6h,1,41.217387511167296
pep_0230,gene_046,drug,6h,2,62.590813363548655
pep_0230,gene_046,drug,6h,3,59.807439895246276
pep_0230,gene_046,drug,6h,4,122.30331785805998
pep_0230,gene_046,drug,6h,5,44.44314170286087
pep_0230,gene_046,drug,6h,6,105.97513905959197
pep_0231,gene_047,ctrl,0h,1,42.02428408770133
pep_0231,gene_047,ctrl,0h,2,69.15804451055624
pep_0231,gene_047,ctrl,0h,3,85.21077943183344
pep_0231,gene_047,ctrl,0h,4,55.69328867733036
pep_0231,gene_047,ctrl,0h,5,73.52424545490854
pep_0231,gene_047,ctrl,0h,6,74.62313731988343
pep_0231,gene_047,ctrl,24h,1,26.85972199640372
pep_0231,gene_047,ctrl,24h,2,43.908410729188084
pep_0231,gene_047,ctrl,24h,3,39.00523485074965
pep_0231,gene_047,ctrl,24h,4,89.5315135367417
pep_0231,gene_047,ctrl,24h,5,36.57115424388133
pep_0231,gene_047,ctrl,24h,6,67.81456687144797
pep_0231,gene_047,ctrl,6h,1,83.82599635199215
pep_0231,gene_047,ctrl,6h,2,67.75481422665274
pep_0231,gene_047,ctrl,6h,3,81.632033430786
pep_0231,gene_047,ctrl,6h,4,66.55560941959159
pep_0231,gene_047,ctrl,6h,5,96.88997514912975
pep_0231,gene_047,ctrl,6h,6,40.05053132511238
pep_0231,gene_047,drug,0h,1,27.475540620311666
pep_0231,gene_047,drug,0h,2,55.18876302994918
pep_0231,gene_047,drug,0h,3,56.09126568161778
pep_0231,gene_047,drug,0h,4,38.302631172063904
pep_0231,gene_047,drug,0h,5,84.85366739279726
pep_0231,gene_047,drug,0h,6,50.12544507431931
pep_0231,gene_047,drug,24h,1,91.27036638144223
pep_0231,gene_047,drug,24h,2,72.28694417171994
pep_0231,gene_047,drug,24h,3,72.83278741525454
pep_0231,gene_047,drug,24h,4,48.29815520665412
pep_0231,gene_047,drug,24h,5,55.51270947142547
pep_0231,gene_047,drug,24h,6,57.347834780054406
pep_0231,gene_047,drug,6h,1,54.69338832089584
pep_0231,gene_047,drug,6h,2,35.288907272012345
pep_0231,gene_047,drug,6h,3,39.93956206848364
pep_0231,gene_047,drug,6h,4,53.270210983673024
pep_0231,gene_047,drug,6h,5,43.06085798698036
pep_0231,gene_047,drug,6h,6,54.964721303454205
pep_0232,gene_047,ctrl,0h,1,56.36608188228679
pep_0232,gene_047,ctrl,0h,2,98.38718497714332
pep_0232,gene_047,ctrl,0h,3,30.9856844174021
pep_0232,gene_047,ctrl,0h,4,66.78256423573825
pep_0232,gene_047,ctrl,0h,5,141.86376313834197
pep_0232,gene_047,ctrl,0h,6,100.30099024855402
pep_0232,gene_047,ctrl,24h,1,56.50607619599251
pep_0232,gene_047,ctrl,24h,2,42.04422343018264
pep_0232,gene_047,ctrl,24h,3,107.41503796990733
pep_0232,gene_047,ctrl,24h,4,47.6293364046829
pep_0232,gene_047,ctrl,24h,5,92.7439974201577
pep_0232,gene_047,ctrl,24h,6,68.14720154930544
pep_0232,gene_047,ctrl,6h,1,49.62867854076089
pep_0232,gene_047,ctrl,6h,2,58.313008262678956
pep_0232,gene_047,ctrl,6h,3,47.06693888813582
pep_0232,gene_047,ctrl,6h,4,70.63032626872307
pep_0232,gene_047,ctrl,6h,5,30.920350549920443
pep_0232,gene_047,ctrl,6h,6,19.60606582321916
pep_0232,gene_047,drug,0h,1,67.81715883480051
pep_0232,gene_047,drug,0h,2,49.765076633358085
pep_0232,gene_047,drug,0h,3,67.23058279942073
pep_0232,gene_047,drug,0h,4,178.9765284180451
pep_0232,gene_047,drug,0h,5,105.32760602742961
pep_0232,gene_047,drug,0h,6,116.25481320566897
pep_0232,gene_047,drug,24h,1,99.10289136646112
pep_0232,gene_047,drug,24h,2,139.23415524503514
pep_0232,gene_047,drug,24h,3,31.35223982046182
pep_0232,gene_047,drug,24h,4,62.20642817046847
pep_0232,gene_047,drug,24h,5,95.74202092890671
pep_0232,gene_047,drug,24h,6,83.77923347669937
pep_0232,gene_047,drug,6h,1,42.448024283493844
pep_0232,gene_047,drug,6h,2,73.05758632812234
pep_0232,gene_047,drug,6h,3,44.642141060630024
pep_0232,gene_047,drug,6h,4,51.064933700082584
pep_0232,gene_047,drug,6h,5,39.903800711681086
pep_0232,gene_047,drug,6h,6,52.66732005686751
pep_0233,gene_047,ctrl,0h,1,68.28876907319744
pep_0233,gene_047,ctrl,0h,2,121.9686801641977
pep_0233,gene_047,ctrl,0h,3,155.1255787479725
pep_0233,gene_047,ctrl,0h,4,131.08172391432262
pep_0233,gene_047,ctrl,0h,5,132.6683291880396
pep_0233,gene_047,ctrl,0h,6,60.163621027977506
pep_0233,gene_047,ctrl,24h,1,104.4410087057381
pep_0233,gene_047,ctrl,24h,2,66.77533797630439
pep_0233,gene_047,ctrl,24h,3,87.68094056397828
pep_0233,gene_047,ctrl,24h,4,95.97142223417637
pep_0233,gene_047,ctrl,24h,5,50.55245077504259
pep_0233,gene_047,ctrl,24h,6,64.98702898787089
pep_0233,gene_047,ctrl,6h,1,63.25723800694703
pep_0233,gene_047,ctrl,6h,2,41.87070081986506
pep_0233,gene_047,ctrl,6h,3,117.428642487185
pep_0233,gene_047,ctrl,6h,4,96.865501971446335
pep_0233,gene_047,ctrl,6h,5,80.26523039599854
pep_0233,gene_047,ctrl,6h,6,184.99122921345247
pep_0233,gene_047,drug,0h,1,163.0914639201985
pep_0233,gene_047,drug,0h,2,152.2295187732067
pep_0233,gene_047,drug,0h,3,47.61370004440985
pep_0233,gene_047,drug,0h,4,89.10952444450622
pep_0233,gene_047,drug,0h,5,152.3194890614204
pep_0233,gene_047,drug,0h,6,25.783228408739312
pep_0233,gene_047,drug,24h,1,57.32556611027804
pep_0233,gene_047,drug,24h,2,148.27669589493806
pep_0233,gene_047,drug,24h,3,65.80876714544345
pep_0233,gene_047,drug,24h,4,114.61574166472512
pep_0233,gene_047,drug,24h,5,62.40543543979161
pep_0233,gene_047,drug,24h,6,62.34274840637736
pep_0233,gene_047,drug,6h,1,204.32018858041218
pep_0233,gene_047,drug,6h,2,95.14839971365294
pep_0233,gene_047,drug,6h,3,96.5008761193286
pep_0233,gene_047,drug,6h,4,112.006694280764
pep_0233,gene_047,drug,6h,5,69.68889333081742
pep_0233,gene_047,drug,6h,6,78.37634932117764
pep_0234,gene_047,ctrl,0h,1,67.69255407320836
pep_0234,gene_047,ctrl,0h,2,126.5880243225446
pep_0234,gene_047,ctrl,0h,3,259.2238799471036
pep_0234,gene_047,ctrl,0h,4,155.5039999918814
pep_0234,gene_047,ctrl,0h,5,108.36990577284206
pep_0234,gene_047,ctrl,0h,6,156.07666865273254
pep_0234,gene_047,ctrl,24h,1,184.05777878268864
pep_0234,gene_047,ctrl,24h,2,129.97539077362225
pep_0234,gene_047,ctrl,24h,3,186.96419617631696
pep_0234,gene_047,ctrl,24h,4,167.06293511294615
pep_0234,gene_047,ctrl,24h,5,81.52335412348596
pep_0234,gene_047,ctrl,24h,6,118.45853288692317
pep_0234,gene_047,ctrl,6h,1,98.26361641253916
pep_0234,gene_047,ctrl,6h,2,109.79958431127885
pep_0234,gene_047,ctrl,6h,3,129.01055878431916
pep_0234,gene_047,ctrl,6h,4,123.66697389805496
pep_0234,gene_047,ctrl,6h,5,84.6882698820188
pep_0234,gene_047,ctrl,6h,6,178.82147537817556
pep_0234,gene_047,drug,0h,1,99.78973922405119
pep_0234,gene_047,drug,0h,2,120.5134860360911
pep_0234,gene_047,drug,0h,3,134.9512500471929
pep_0234,gene_047,drug,0h,4,63.91941828645334
pep_0234,gene_047,drug,0h,5,111.08598794995208
pep_0234,gene_047,drug,0h,6,91.59211154863081
pep_0234,gene_047,drug,24h,1,185.6544802220796
pep_0234,gene_047,drug,24h,2,138.23982424305262
pep_0234,gene_047,drug,24h,3,80.8052221650215
pep_0234,gene_047,drug,24h,4,57.91993154547483
pep_0234,gene_047,drug,24h,5,120.34248901750047
pep_0234,gene_047,drug,24h,6,83.97223483083874
pep_0234,gene_047,drug,6h,1,125.48574401888067
pep_0234,gene_047,drug,6h,2,178.44816340379617
pep_0234,gene_047,drug,6h,3,93.18370925104546
pep_0234,gene_047,drug,6h,4,113.05559742334408
pep_0234,gene_047,drug,6h,5,127.48229758513494
pep_0234,gene_047,drug,6h,6,72.30701521675921
pep_0235,gene_047,ctrl,0h,1,87.99690706071105
pep_0235,gene_047,ctrl,0h,2,63.61235928644452
pep_0235,gene_047,ctrl,0h,3,39.168581815684874
pep_0235,gene_047,ctrl,0h,4,127.95380680261798
pep_0235,gene_047,ctrl,0h,5,65.27387314402195
pep_0235,gene_047,ctrl,0h,6,83.33057843270164
pep_0235,gene_047,ctrl,24h,1,150.7197768177639
pep_0235,gene_047,ctrl,24h,2,143.3237390664808
pep_0235,gene_047,ctrl,24h,3,75.83098679526216
pep_0235,gene_047,ctrl,24h,4,109.8418142315699
pep_0235,gene_047,ctrl,24h,5,124.30708537231179
pep_0235,gene_047,ctrl,24h,6,122.45026434215337
pep_0235,gene_047,ctrl,6h,1,140.7341881985783
pep_0235,gene_047,ctrl,6h,2,180.15539604582648
pep_0235,gene_047,ctrl,6h,3,71.45849605032137
pep_0235,gene_047,ctrl,6h,4,131.2762509488927
pep_0235,gene_047,ctrl,6h,5,146.31491390793298
pep_0235,gene_047,ctrl,6h,6,119.02945966728564
pep_0235,gene_047,drug,0h,1,104.71955176272816
pep_0235,gene_047,drug,0h,2,99.28809961121827
pep_0235,gene_047,drug,0h,3,89.13441344307648
pep_0235,gene_047,drug,0h,4,119.92664778567537
pep_0235,gene_047,drug,0h,5,77.18346714068834
pep_0235,gene_047,drug,0h,6,88.0675655800683
pep_0235,gene_047,drug,24h,1,71.04879387599752
pep_0235,gene_047,drug,24h,2,90.75869819259881
pep_0235,gene_047,drug,24h,3,120.58698112313867
pep_0235,gene_047,drug,24h,4,92.66919674418953
pep_0235,gene_047,drug,24h,5,75.19037782207081
pep_0235,gene_047,drug,24h,6,131.9098687456543
pep_0235,gene_047,drug,6h,1,93.2148321110013
pep_0235,gene_047,drug,6h,2,76.73006614089378
pep_0235,gene_047,drug,6h,3,94.05574353498115
pep_0235,gene_047,drug,6h,4,90.37476592488518
pep_0235,gene_047,drug,6h,5,109.26291595231199
pep_0235,gene_047,drug,6h,6,95.52402483299277
pep_0236,gene_048,ctrl,0h,1,75.6911885452201
pep_0236,gene_048,ctrl,0h,2,69.71695190099668
pep_0236,gene_048,ctrl,0h,3,56.61092856125524
pep_0236,gene_048,ctrl,0h,4,125.15243801739697
pep_0236,gene_048,ctrl,0h,5,94.30145433089051
pep_0236,gene_048,ctrl,0h,6,100.98316314902114
pep_0236,gene_048,ctrl,24h,1,43.45877327315848
pep_0236,gene_048,ctrl,24h,2,72.3732521343402
pep_0236,gene_048,ctrl,24h,3,74.40964182212251
pep_0236,gene_048,ctrl,24h,4,113.3527576146729
pep_0236,gene_048,ctrl,24h,5,82.16686854732859
pep_0236,gene_048,ctrl,24h,6,70.22093246981844
pep_0236,gene_048,ctrl,6h,1,82.05942361402217
pep_0236,gene_048,ctrl,6h,2,112.3605011088362
pep_0236,gene_048,ctrl,6h,3,51.64140411430813
pep_0236,gene_048,ctrl,6h,4,60.16173752436976
pep_0236,gene_048,ctrl,6h,5,42.58204159388562
pep_0236,gene_048,ctrl,6h,6,127.18542613045115
pep_0236,gene_048,drug,0h,1,64.07501226923009
pep_0236,gene_048,drug,0h,2,28.893569683819816
pep_0236,gene_048,drug,0h,3,67.30758947922195
pep_0236,gene_048,drug,0h,4,64.59521501401636
pep_0236,gene_048,drug,0h,5,84.91459742889859
pep_0236,gene_048,drug,0h,6,136.10112416107575
pep_0236,gene_048,drug,24h,1,103.44242184644595
pep_0236,gene_048,drug,24h,2,80.95985769919194
pep_0236,gene_048,drug,24h,3,58.74449683331225
pep_0236,gene_048,drug,24h,4,34.401644740455964
pep_0236,gene_048,drug,24h,5,33.5253731403073
pep_0236,gene_048,drug,24h,6,96.74636935292511
pep_0236,gene_048,drug,6h,1,61.1327792208125
pep_0236,gene_048,drug,6h,2,97.64327170600212
pep_0236,gene_048,drug,6h,3,64.4520917946831
pep_0236,gene_048,drug,6h,4,85.3494875291249
pep_0236,gene_048,drug,6h,5,83.53304539435908
pep_0236,gene_048,drug,6h,6,98.830797665619
pep_0237,gene_048,ctrl,0h,1,124.92604864017082
pep_0237,gene_048,ctrl,0h,2,108.0866033631416
pep_0237,gene_048,ctrl,0h,3,136.11842943573765
pep_0237,gene_048,ctrl,0h,4,87.94049008754476
pep_0237,gene_048,ctrl,0h,5,72.92542565843195
pep_0237,gene_048,ctrl,0h,6,112.69093254098968
pep_0237,gene_048,ctrl,24h,1,122.98621759263472
pep_0237,gene_048,ctrl,24h,2,68.14220904518048
pep_0237,gene_048,ctrl,24h,3,80.52612319726956
pep_0237,gene_048,ctrl,24h,4,83.42341436499098
pep_0237,gene_048,ctrl,24h,5,108.11757103926261
pep_0237,gene_048,ctrl,24h,6,95.07611526515828
pep_0237,gene_048,ctrl,6h,1,137.82319649793166
pep_0237,gene_048,ctrl,6h,2,132.6704686731249
pep_0237,gene_048,ctrl,6h,3,123.91862010933205
pep_0237,gene_048,ctrl,6h,4,116.48688853456814
pep_0237,gene_048,ctrl,6h,5,97.05014078355748
pep_0237,gene_048,ctrl,6h,6,77.47365977242785
pep_0237,gene_048,drug,0h,1,101.65611812222053
pep_0237,gene_048,drug,0h,2,78.56306725076213
pep_0237,gene_048,drug,0h,3,63.94891750278001
pep_0237,gene_048,drug,0h,4,61.52005155300814
pep_0237,gene_048,drug,0h,5,102.12679291542817
pep_0237,gene_048,drug,0h,6,43.23025572265587
pep_0237,gene_048,drug,24h,1,57.13578850597396
pep_0237,gene_048,drug,24h,2,151.3389182355687
pep_0237,gene_048,drug,24h,3,135.4608337430711
pep_0237,gene_048,drug,24h,4,59.90692653943092
pep_0237,gene_048,drug,24h,5,87.73568738373211
pep_0237,gene_048,drug,24h,6,125.34925253488409
pep_0237,gene_048,drug,6h,1,126.51279715465576
pep_0237,gene_048,drug,6h,2,82.75932227266094
pep_0237,gene_048,drug,6h,3,105.7278418778012
pep_0237,gene_048,drug,6h,4,144.03374592499023
pep_0237,gene_048,drug,6h,5,78.11644506039843
pep_0237,gene_048,drug,6h,6,129.6048248279973
pep_0238,gene_048,ctrl,0h,1,56.38013101197126
pep_0238,gene_048,ctrl,0h,2,53.4858308182564
pep_0238,gene_048,ctrl,0h,3,157.42492241826355
pep_0238,gene_048,ctrl,0h,4,40.174221696649
pep_0238,gene_048,ctrl,0h,5,70.5175656161012
pep_0238,gene_048,ctrl,0h,6,23.452970961841284
pep_0238,gene_048,ctrl,24h,1,51.00776145134601
pep_0238,gene_048,ctrl,24h,2,63.419232581028275
pep_0238,gene_048,ctrl,24h,3,95.53693740265045
pep_0238,gene_048,ctrl,24h,4,48.527874055005576
pep_0238,gene_048,ctrl,24h,5,68.38460701811353
pep_0238,gene_048,ctrl,24h,6,57.99329836172512
pep_0238,gene_048,ctrl,6h,1,119.87199779975748
pep_0238,gene_048,ctrl,6h,2,33.38720955889126
pep_0238,gene_048,ctrl,6h,3,115.69435699441078
pep_0238,gene_048,ctrl,6h,4,49.97284776823385
pep_0238,gene_048,ctrl,6h,5,63.076703084626516
pep_0238,gene_048,ctrl,6h,6,62.448993448508624
pep_0238,gene_048,drug,0h,1,105.99869594935922
pep_0238,gene_048,drug,0h,2,90.92962064118305
pep_0238,gene_048,drug,0h,3,73.12456324643577
pep_0238,gene_048,drug,0h,4,70.32839600789681
pep_0238,gene_048,drug,0h,5,125.822643267949
pep_0238,gene_048,drug,0h,6,61.00325524090582
pep_0238,gene_048,drug,24h,1,153.60900824315823
pep_0238,gene_048,drug,24h,2,159.19743771045236
pep_0238,gene_048,drug,24h,3,68.90407614502546
pep_0238,gene_048,drug,24h,4,30.94508881567897
pep_0238,gene_048,drug,24h,5,109.31309570535069
pep_0238,gene_048,drug,24h,6,50.16953934332139
pep_0238,gene_048,drug,6h,1,94.5853210490473
pep_0238,gene_048,drug,6h,2,57.689644010876215
pep_0238,gene_048,drug,6h,3,112.7444712397178
pep_0238,gene_048,drug,6h,4,70.95229728672847
pep_0238,gene_048,drug,6h,5,116.20939584382725
pep_0238,gene_048,drug,6h,6,142.34931557778899
pep_0239,gene_048,ctrl,0h,1,47.950741969358916
pep_0239,gene_048,ctrl,0h,2,68.71573274296554
pep_0239,gene_048,ctrl,0h,3,66.80190789244246
pep_0239,gene_048,ctrl,0h,4,67.57470400192206
pep_0239,gene_048,ctrl,0h,5,46.03413566247817
pep_0239,gene_048,ctrl,0h,6,95.51185581369322
pep_0239,gene_048,ctrl,24h,1,66.666062019522
pep_0239,gene_048,ctrl,24h,2,64.27232859940584
pep_0239,gene_048,ctrl,24h,3,50.6987340499653
pep_0239,gene_048,ctrl,24h,4,118.97212426996423
pep_0239,gene_048,ctrl,24h,5,25.104463218195598
pep_0239,gene_048,ctrl,24h,6,27.999834836923206
pep_0239,gene_048,ctrl,6h,1,65.62465215471596
pep_0239,gene_048,ctrl,6h,2,18.52034709230754
pep_0239,gene_048,ctrl,6h,3,74.16072033129674
pep_0239,gene_048,ctrl,6h,4,55.094168283144946
pep_0239,gene_048,ctrl,6h,5,93.28509753999505
pep_0239,gene_048,ctrl,6h,6,69.19120847727459
pep_0239,gene_048,drug,0h,1,41.91017639435669
pep_0239,gene_048,drug,0h,2,27.55118443329658
pep_0239,gene_048,drug,0h,3,38.284999179365734
pep_0239,gene_048,drug,0h,4,40.67172417218742
pep_0239,gene_048,drug,0h,5,34.44934810236539
pep_0239,gene_048,drug,0h,6,36.74214984042802
pep_0239,gene_048,drug,24h,1,57.74564637040463
pep_0239,gene_048,drug,24h,2,100.42282442598234
pep_0239,gene_048,drug,24h,3,48.57680319129841
pep_0239,gene_048,drug,24h,4,90.79765762824258
pep_0239,gene_048,drug,24h,5,27.60869901176166
pep_0239,gene_048,drug,24h,6,20.992689722042837
pep_0239,gene_048,drug,6h,1,26.91606486170466
pep_0239,gene_048,drug,6h,2,47.19927326220197
pep_0239,gene_048,drug,6h,3,57.9628305829317
pep_0239,gene_048,drug,6h,4,38.485398349183285
pep_0239,gene_048,drug,6h,5,68.16075704823564
