peptide,gene_id,treatment,bio_rep,abundance
pw_072,gene_15,ctrl,6,49.42658342775774
pw_072,gene_15,ctrl,7,53.80461296857313
pw_072,gene_15,ctrl,8,56.95560759044813
pw_072,gene_15,treatment,1,103.79241188797327
pw_072,gene_15,treatment,2,112.35467754741593
pw_072,gene_15,treatment,3,55.1885715887552
pw_072,gene_15,treatment,4,156.88156889173507
pw_072,gene_15,treatment,5,36.75065354614877
pw_072,gene_15,treatment,6,44.35410606262645
pw_072,gene_15,treatment,7,66.71571284246973
pw_072,gene_15,treatment,8,75.99565810912252
pw_073,gene_15,ctrl,1,63.1691259226711
pw_073,gene_15,ctrl,2,85.03936623519937
pw_073,gene_15,ctrl,3,64.08551686348336
pw_073,gene_15,ctrl,4,71.01468155425485
pw_073,gene_15,ctrl,5,96.30692315030106
pw_073,gene_15,ctrl,6,86.55110200900424
pw_073,gene_15,ctrl,7,53.28297475314459
pw_073,gene_15,ctrl,8,49.50151004022954
pw_073,gene_15,treatment,1,66.58443501149787
pw_073,gene_15,treatment,2,52.253228092490616
pw_073,gene_15,treatment,3,48.880483207139875
pw_073,gene_15,treatment,4,90.35776257517907
pw_073,gene_15,treatment,5,80.95849048295285
pw_073,gene_15,treatment,6,72.96220464190684
pw_073,gene_15,treatment,7,99.4964174653862
pw_073,gene_15,treatment,8,81.98628870080088
pw_074,gene_15,ctrl,1,64.03638317149527
pw_074,gene_15,ctrl,2,93.16614823941897
pw_074,gene_15,ctrl,3,88.02578681392185
pw_074,gene_15,ctrl,4,71.90399731133019
pw_074,gene_15,ctrl,5,69.02951782433446
pw_074,gene_15,ctrl,6,84.87559211335599
pw_074,gene_15,ctrl,7,27.65155226035326
pw_074,gene_15,ctrl,8,112.39212250216592
pw_074,gene_15,treatment,1,87.75800051790507
pw_074,gene_15,treatment,2,171.45548507823005
pw_074,gene_15,treatment,3,85.02701178769327
pw_074,gene_15,treatment,4,64.14039706249841
pw_074,gene_15,treatment,5,58.517924461024045
pw_074,gene_15,treatment,6,71.33631774734464
pw_074,gene_15,treatment,7,48.90283696252358
pw_074,gene_15,treatment,8,35.82399886432835
pw_075,gene_15,ctrl,1,92.86170413659973
pw_075,gene_15,ctrl,2,226.83007325666046
pw_075,gene_15,ctrl,3,151.24856246894004
pw_075,gene_15,ctrl,4,141.17396494783856
pw_075,gene_15,ctrl,5,102.77322655616618
pw_075,gene_15,ctrl,6,136.02942250564007
pw_075,gene_15,ctrl,7,91.74202006670622
pw_075,gene_15,ctrl,8,109.44428247132915
pw_075,gene_15,treatment,1,126.8499382625557
pw_075,gene_15,treatment,2,188.39918996891296
pw_075,gene_15,treatment,3,109.69280224434104
pw_075,gene_15,treatment,4,79.01468470523054
pw_075,gene_15,treatment,5,147.47114404728106
pw_075,gene_15,treatment,6,185.593019749134
pw_075,gene_15,treatment,7,160.17952932747852
pw_075,gene_15,treatment,8,302.25082288683205
pw_076,gene_16,ctrl,1,123.30347573775985
pw_076,gene_16,ctrl,2,69.63509980348302
pw_076,gene_16,ctrl,3,50.700038735721
pw_076,gene_16,ctrl,4,59.88590195886671
pw_076,gene_16,ctrl,5,69.43236552840713
pw_076,gene_16,ctrl,6,48.64824412259353
pw_076,gene_16,ctrl,7,84.90674876266085
pw_076,gene_16,ctrl,8,220.55042459367738
pw_076,gene_16,treatment,1,38.37662451128269
pw_076,gene_16,treatment,2,35.99163227262608
pw_076,gene_16,treatment,3,75.1757181326399
pw_076,gene_16,treatment,4,73.10328596008627
pw_076,gene_16,treatment,5,173.04096704855536
pw_076,gene_16,treatment,6,67.42947341098578
pw_076,gene_16,treatment,7,85.74515894558375
pw_076,gene_16,treatment,8,67.40609103743195
pw_077,gene_16,ctrl,1,126.65975141976283
pw_077,gene_16,ctrl,2,76.28710475540326
pw_077,gene_16,ctrl,3,137.796538079992
pw_077,gene_16,ctrl,4,53.47304263357178
pw_077,gene_16,ctrl,5,77.42119446528251
pw_077,gene_16,ctrl,6,60.00544047403559
pw_077,gene_16,ctrl,7,88.26756718753356
pw_077,gene_16,ctrl,8,59.7758967381995
pw_077,gene_16,treatment,1,101.88281206025017
pw_077,gene_16,treatment,2,108.1281711747126
pw_077,gene_16,treatment,3,138.49567881350293
pw_077,gene_16,treatment,4,114.32994110628084
pw_077,gene_16,treatment,5,64.87158046300313
pw_077,gene_16,treatment,6,140.3338315031753
pw_077,gene_16,treatment,7,33.00259517874893
pw_077,gene_16,treatment,8,51.6830989230254
pw_078,gene_16,ctrl,1,196.7632034235377
pw_078,gene_16,ctrl,2,142.86766617437118
pw_078,gene_16,ctrl,3,83.25977236346246
pw_078,gene_16,ctrl,4,105.61446704710424
pw_078,gene_16,ctrl,5,152.56118515791442
pw_078,gene_16,ctrl,6,142.32232294574382
pw_078,gene_16,ctrl,7,149.5560937533458
pw_078,gene_16,ctrl,8,93.41967876989915
pw_078,gene_16,treatment,1,76.56942307926822
pw_078,gene_16,treatment,2,81.25994459643691
pw_078,gene_16,treatment,3,58.053358006569205
pw_078,gene_16,treatment,4,106.29551740124987
pw_078,gene_16,treatment,5,143.25206654872568
pw_078,gene_16,treatment,6,55.09621161644062
pw_078,gene_16,treatment,7,82.54838173521078
pw_078,gene_16,treatment,8,108.61417869053855
pw_079,gene_16,ctrl,1,98.37272787930894
pw_079,gene_16,ctrl,2,52.74825858166754
pw_079,gene_16,ctrl,3,87.25315644194015
pw_079,gene_16,ctrl,4,45.44569788457823
pw_079,gene_16,ctrl,5,59.053632573375886
pw_079,gene_16,ctrl,6,81.05925407302921
pw_079,gene_16,ctrl,7,39.20055488757133
pw_079,gene_16,ctrl,8,92.5448447500752
pw_079,gene_16,treatment,1,60.442471471497484
pw_079,gene_16,treatment,2,122.09107872714836
pw_079,gene_16,treatment,3,56.32383932783263
pw_079,gene_16,treatment,4,73.21176233959818
pw_079,gene_16,treatment,5,67.93146762666161
pw_079,gene_16,treatment,6,57.111790768476084
pw_079,gene_16,treatment,7,72.86034447996057
pw_079,gene_16,treatment,8,55.10498305363967
pw_080,gene_16,ctrl,1,110.44055618329844
pw_080,gene_16,ctrl,2,55.6916799877078
pw_080,gene_16,ctrl,3,67.9766826595813
pw_080,gene_16,ctrl,4,84.326703960102
pw_080,gene_16,ctrl,5,63.44929283973334
pw_080,gene_16,ctrl,6,89.99699853200555
pw_080,gene_16,ctrl,7,84.3462342397403
pw_080,gene_16,ctrl,8,95.014662363251
pw_080,gene_16,treatment,1,90.38333236782029
pw_080,gene_16,treatment,2,155.51400048151925
pw_080,gene_16,treatment,3,79.58591834763982
pw_080,gene_16,treatment,4,44.455201569013745
pw_080,gene_16,treatment,5,84.4746278965803
pw_080,gene_16,treatment,6,73.18451527880318
pw_080,gene_16,treatment,7,84.476790192102
pw_080,gene_16,treatment,8,119.02061208067376
pw_081,gene_17,ctrl,1,219.15462869675363
pw_081,gene_17,ctrl,2,82.29829125018627
pw_081,gene_17,ctrl,3,58.171436085141025
pw_081,gene_17,ctrl,4,137.1901209324347
pw_081,gene_17,ctrl,5,188.36894549860807
pw_081,gene_17,ctrl,6,80.18045853509388
pw_081,gene_17,ctrl,7,125.536548162179
pw_081,gene_17,ctrl,8,116.58070387223891
pw_081,gene_17,treatment,1,120.4486546050822
pw_081,gene_17,treatment,2,196.41379827704992
pw_081,gene_17,treatment,3,164.83808010452145
pw_081,gene_17,treatment,4,136.33413259789538
pw_081,gene_17,treatment,5,104.49951201492333
pw_081,gene_17,treatment,6,105.8100834540571
pw_081,gene_17,treatment,7,165.6715206182238
pw_081,gene_17,treatment,8,96.19741250303032
pw_082,gene_17,ctrl,1,62.31272431459062
pw_082,gene_17,ctrl,2,37.92728609168727
pw_082,gene_17,ctrl,3,42.137303492787986
pw_082,gene_17,ctrl,4,89.04701681134141
pw_082,gene_17,ctrl,5,56.27512833316739
pw_082,gene_17,ctrl,6,74.83667664668842
pw_082,gene_17,ctrl,7,79.47073851474845
pw_082,gene_17,ctrl,8,32.44284393551055
pw_082,gene_17,treatment,1,42.4419230681306
pw_082,gene_17,treatment,2,41.355834796363546
pw_082,gene_17,treatment,3,41.2237944533065
pw_082,gene_17,treatment,4,28.497606308749624
pw_082,gene_17,treatment,5,52.086959516255504
pw_082,gene_17,treatment,6,41.89394174907018
pw_082,gene_17,treatment,7,66.37862983432825
pw_082,gene_17,treatment,8,50.45488507302766
pw_083,gene_17,ctrl,1,57.64648126358966
pw_083,gene_17,ctrl,2,55.35696313045243
pw_083,gene_17,ctrl,3,19.405196436505236
pw_083,gene_17,ctrl,4,58.04715340788786
pw_083,gene_17,ctrl,5,75.87209580298422
pw_083,gene_17,ctrl,6,52.91201303517947
pw_083,gene_17,ctrl,7,74.4846453871816
pw_083,gene_17,ctrl,8,65.0979079484516
pw_083,gene_17,treatment,1,36.39036724516173
pw_083,gene_17,treatment,2,73.3841853499129
pw_083,gene_17,treatment,3,36.06224747872777
pw_083,gene_17,treatment,4,52.89778908865266
pw_083,gene_17,treatment,5,79.30050379447833
pw_083,gene_17,treatment,6,15.91646517332175
pw_083,gene_17,treatment,7,30.094885834688068
pw_083,gene_17,treatment,8,48.61294728501334
pw_084,gene_17,ctrl,1,52.13270918848501
pw_084,gene_17,ctrl,2,77.09813675901783
pw_084,gene_17,ctrl,3,63.73975251080047
pw_084,gene_17,ctrl,4,41.084250507216886
pw_084,gene_17,ctrl,5,59.238115028529
pw_084,gene_17,ctrl,6,82.13896999932017
pw_084,gene_17,ctrl,7,168.040227090588
pw_084,gene_17,ctrl,8,107.03659409485542
pw_084,gene_17,treatment,1,100.94681784904299
pw_084,gene_17,treatment,2,49.90704779695727
pw_084,gene_17,treatment,3,86.67405909680868
pw_084,gene_17,treatment,4,100.54724284915069
pw_084,gene_17,treatment,5,71.59658083842467
pw_084,gene_17,treatment,6,76.54533886684737
pw_084,gene_17,treatment,7,138.06342305675776
pw_084,gene_17,treatment,8,66.0963790693848
pw_085,gene_17,ctrl,1,72.09087089830668
pw_085,gene_17,ctrl,2,119.4479754799208
pw_085,gene_17,ctrl,3,57.77607453383848
pw_085,gene_17,ctrl,4,102.28973540743243
pw_085,gene_17,ctrl,5,45.60722066522787
pw_085,gene_17,ctrl,6,83.04147902509165
pw_085,gene_17,ctrl,7,71.50434503881756
pw_085,gene_17,ctrl,8,25.57910710553149
pw_085,gene_17,treatment,1,92.9522742077416
pw_085,gene_17,treatment,2,83.24808129502334
pw_085,gene_17,treatment,3,83.50784654429249
pw_085,gene_17,treatment,4,130.38876599763046
pw_085,gene_17,treatment,5,66.8963037865181
pw_085,gene_17,treatment,6,69.19830946076175
pw_085,gene_17,treatment,7,81.65912907811129
pw_085,gene_17,treatment,8,149.56370112052082
pw_086,gene_18,ctrl,1,99.12694224274993
pw_086,gene_18,ctrl,2,72.05718013307613
pw_086,gene_18,ctrl,3,131.56803776447097
pw_086,gene_18,ctrl,4,114.0325696487309
pw_086,gene_18,ctrl,5,89.36526376408696
pw_086,gene_18,ctrl,6,59.608485191147516
pw_086,gene_18,ctrl,7,40.46354183014312
pw_086,gene_18,ctrl,8,78.54884904916472
pw_086,gene_18,treatment,1,119.08944335460939
pw_086,gene_18,treatment,2,55.254960645372726
pw_086,gene_18,treatment,3,119.58940876812159
pw_086,gene_18,treatment,4,95.49432890534707
pw_086,gene_18,treatment,5,86.94003621888783
pw_086,gene_18,treatment,6,64.76892484420823
pw_086,gene_18,treatment,7,76.83532651145676
pw_086,gene_18,treatment,8,39.498879114593656
pw_087,gene_18,ctrl,1,31.496998428432942
pw_087,gene_18,ctrl,2,116.3568620096983
pw_087,gene_18,ctrl,3,111.88812459214411
pw_087,gene_18,ctrl,4,40.41784624212997
pw_087,gene_18,ctrl,5,69.09181058817602
pw_087,gene_18,ctrl,6,61.05842425346473
pw_087,gene_18,ctrl,7,70.57198514469027
pw_087,gene_18,ctrl,8,70.35596372238348
pw_087,gene_18,treatment,1,85.02505963116631
pw_087,gene_18,treatment,2,125.58619687079943
pw_087,gene_18,treatment,3,107.33443645269166
pw_087,gene_18,treatment,4,72.97233197018315
pw_087,gene_18,treatment,5,114.4496204276553
pw_087,gene_18,treatment,6,98.82004076411455
pw_087,gene_18,treatment,7,92.85394062523508
pw_087,gene_18,treatment,8,102.18257591356439
pw_088,gene_18,ctrl,1,29.899113162821454
pw_088,gene_18,ctrl,2,44.32102049303077
pw_088,gene_18,ctrl,3,76.74331440419095
pw_088,gene_18,ctrl,4,57.238535566679175
pw_088,gene_18,ctrl,5,106.47417350293176
pw_088,gene_18,ctrl,6,41.386057916404795
pw_088,gene_18,ctrl,7,60.5748130526754
pw_088,gene_18,ctrl,8,132.58670122492924
pw_088,gene_18,treatment,1,92.64898222203004
pw_088,gene_18,treatment,2,45.20639595550921
pw_088,gene_18,treatment,3,67.24881050790978
pw_088,gene_18,treatment,4,102.48515825384922
pw_088,gene_18,treatment,5,107.38914181566659
pw_088,gene_18,treatment,6,70.6836174065962
pw_088,gene_18,treatment,7,72.12829290382358
pw_088,gene_18,treatment,8,48.4607614657757
pw_089,gene_18,ctrl,1,73.57693570321506
pw_089,gene_18,ctrl,2,108.53547006166104
pw_089,gene_18,ctrl,3,96.35178445049148
pw_089,gene_18,ctrl,4,62.3628905304472
pw_089,gene_18,ctrl,5,71.07851908641686
pw_089,gene_18,ctrl,6,55.91845752991462
pw_089,gene_18,ctrl,7,57.46509536252201
pw_089,gene_18,ctrl,8,64.92720271138924
pw_089,gene_18,treatment,1,59.58018734555278
pw_089,gene_18,treatment,2,102.95456215975618
pw_089,gene_18,treatment,3,46.43896911810763
pw_089,gene_18,treatment,4,59.652737064205134
pw_089,gene_18,treatment,5,29.305911586719596
pw_089,gene_18,treatment,6,48.264258308816935
pw_089,gene_18,treatment,7,79.68988186090098
pw_089,gene_18,treatment,8,86.54026430150641
pw_090,gene_18,ctrl,1,120.09200298366035
pw_090,gene_18,ctrl,2,80.050076271037
pw_090,gene_18,ctrl,3,161.42286467665832
pw_090,gene_18,ctrl,4,177.50189669390642
pw_090,gene_18,ctrl,5,198.62202627428897
pw_090,gene_18,ctrl,6,141.2031510984032
pw_090,gene_18,ctrl,7,186.2885183249112
pw_090,gene_18,ctrl,8,226.97259910041848
pw_090,gene_18,treatment,1,102.58464406759884
pw_090,gene_18,treatment,2,110.35577876921855
pw_090,gene_18,treatment,3,138.73584639232712
pw_090,gene_18,treatment,4,81.73231733748399
pw_090,gene_18,treatment,5,174.83331403149694
pw_090,gene_18,treatment,6,108.04490550784232
pw_090,gene_18,treatment,7,106.36820273456121
pw_090,gene_18,treatment,8,228.02461234764795
pw_091,gene_19,ctrl,1,96.67706388577874
pw_091,gene_19,ctrl,2,163.37689769141508
pw_091,gene_19,ctrl,3,113.3554024290002
pw_091,gene_19,ctrl,4,126.58206003763095
pw_091,gene_19,ctrl,5,128.8763560644847
pw_091,gene_19,ctrl,6,157.40652796336667
pw_091,gene_19,ctrl,7,180.43558612781476
pw_091,gene_19,ctrl,8,126.26709040495714
pw_091,gene_19,treatment,1,110.50689797309121
pw_091,gene_19,treatment,2,212.22090946325875
pw_091,gene_19,treatment,3,110.12093750906087
pw_091,gene_19,treatment,4,101.77998344268983
pw_091,gene_19,treatment,5,215.04969026984503
pw_091,gene_19,treatment,6,79.24534435333179
pw_091,gene_19,treatment,7,127.53786136852518
pw_091,gene_19,treatment,8,89.99893595271965
pw_092,gene_19,ctrl,1,76.2498083585867
pw_092,gene_19,ctrl,2,123.95506503304217
pw_092,gene_19,ctrl,3,115.9053045568059
pw_092,gene_19,ctrl,4,39.09055534902582
pw_092,gene_19,ctrl,5,44.518972489401946
pw_092,gene_19,ctrl,6,98.59325029834055
pw_092,gene_19,ctrl,7,46.18137566252279
pw_092,gene_19,ctrl,8,72.81893074787922
pw_092,gene_19,treatment,1,63.649331840174376
pw_092,gene_19,treatment,2,63.260242982477436
pw_092,gene_19,treatment,3,32.36867712515223
pw_092,gene_19,treatment,4,82.82009967963835
pw_092,gene_19,treatment,5,97.48040186491583
pw_092,gene_19,treatment,6,58.59894900271414
pw_092,gene_19,treatment,7,65.87466058763769
pw_092,gene_19,treatment,8,55.84003809818529
pw_093,gene_19,ctrl,1,37.16138045228359
pw_093,gene_19,ctrl,2,68.4586534614429
pw_093,gene_19,ctrl,3,110.59831221041
pw_093,gene_19,ctrl,4,39.215670514919175
pw_093,gene_19,ctrl,5,65.04635749622514
pw_093,gene_19,ctrl,6,100.09913147647356
pw_093,gene_19,ctrl,7,45.16029481639646
pw_093,gene_19,ctrl,8,132.16315371231255
pw_093,gene_19,treatment,1,66.97198958925222
pw_093,gene_19,treatment,2,87.6162216618661
pw_093,gene_19,treatment,3,91.0942123958528
pw_093,gene_19,treatment,4,84.71213662623184
pw_093,gene_19,treatment,5,28.031962359858195
pw_093,gene_19,treatment,6,60.928068889346
pw_093,gene_19,treatment,7,56.57685000951479
pw_093,gene_19,treatment,8,60.56818759524781
pw_094,gene_19,ctrl,1,67.63654998717627
pw_094,gene_19,ctrl,2,100.3915387718445
pw_094,gene_19,ctrl,3,80.42259346682305
pw_094,gene_19,ctrl,4,51.42529561316647
pw_094,gene_19,ctrl,5,44.760739790856434
pw_094,gene_19,ctrl,6,27.637241983532114
pw_094,gene_19,ctrl,7,75.59700070995295
pw_094,gene_19,ctrl,8,56.890735512303316
pw_094,gene_19,treatment,1,50.87203557684086
pw_094,gene_19,treatment,2,72.80872140900979
pw_094,gene_19,treatment,3,19.934398440463763
pw_094,gene_19,treatment,4,39.722399087873434
pw_094,gene_19,treatment,5,45.49204629227043
pw_094,gene_19,treatment,6,25.986696301377897
pw_094,gene_19,treatment,7,22.466473113841673
pw_094,gene_19,treatment,8,30.826570446577563
pw_095,gene_19,ctrl,1,141.3871733125424
pw_095,gene_19,ctrl,2,141.6013609941253
pw_095,gene_19,ctrl,3,95.80048006231843
pw_095,gene_19,ctrl,4,156.5210851871213
pw_095,gene_19,ctrl,5,142.87973714771402
pw_095,gene_19,ctrl,6,214.53175434149614
pw_095,gene_19,ctrl,7,68.65547805988511
pw_095,gene_19,ctrl,8,128.697348326583
pw_095,gene_19,treatment,1,89.04435094678095
pw_095,gene_19,treatment,2,114.66451747530301
pw_095,gene_19,treatment,3,118.47003305879555
pw_095,gene_19,treatment,4,68.02080386463605
pw_095,gene_19,treatment,5,79.07178485867482
pw_095,gene_19,treatment,6,92.21645126230428
pw_095,gene_19,treatment,7,175.24890967211311
pw_095,gene_19,treatment,8,124.02223208513348
pw_096,gene_20,ctrl,1,47.550783082671416
pw_096,gene_20,ctrl,2,48.12707690035763
pw_096,gene_20,ctrl,3,66.80715343527478
pw_096,gene_20,ctrl,4,53.397600347676
pw_096,gene_20,ctrl,5,34.710074337390886
pw_096,gene_20,ctrl,6,33.163659625170865
pw_096,gene_20,ctrl,7,60.98967586613336
pw_096,gene_20,ctrl,8,41.859258528096284
pw_096,gene_20,treatment,1,51.41457519271998
pw_096,gene_20,treatment,2,58.15311929042397
pw_096,gene_20,treatment,3,37.952826168948825
pw_096,gene_20,treatment,4,28.525249147257473
pw_096,gene_20,treatment,5,55.1201424746869
pw_096,gene_20,treatment,6,20.509866774815325
pw_096,gene_20,treatment,7,55.436827936065015
pw_096,gene_20,treatment,8,29.863428103118128
pw_097,gene_20,ctrl,1,63.04205255648099
pw_097,gene_20,ctrl,2,35.422189238123195
pw_097,gene_20,ctrl,3,75.77684075357901
pw_097,gene_20,ctrl,4,74.9153638064666
pw_097,gene_20,ctrl,5,51.298965963266284
pw_097,gene_20,ctrl,6,72.92251445573568
pw_097,gene_20,ctrl,7,55.668635395413396
pw_097,gene_20,ctrl,8,87.03344347303153
pw_097,gene_20,treatment,1,37.776433735316736
pw_097,gene_20,treatment,2,70.14136815905673
pw_097,gene_20,treatment,3,57.966311598363134
pw_097,gene_20,treatment,4,52.563985630432654
pw_097,gene_20,treatment,5,90.24573483468448
pw_097,gene_20,treatment,6,80.55874995593206
pw_097,gene_20,treatment,7,100.28167166895544
pw_097,gene_20,treatment,8,123.99446737996546
pw_098,gene_20,ctrl,1,68.9494905943781
pw_098,gene_20,ctrl,2,88.56480071258699
pw_098,gene_20,ctrl,3,93.37578826406939
pw_098,gene_20,ctrl,4,49.751253259306175
pw_098,gene_20,ctrl,5,67.93070124988672
pw_098,gene_20,ctrl,6,56.10756049185328
pw_098,gene_20,ctrl,7,91.21291531150176
pw_098,gene_20,ctrl,8,70.29980301183228
pw_098,gene_20,treatment,1,114.228930635379
pw_098,gene_20,treatment,2,42.812649409997576
pw_098,gene_20,treatment,3,70.21983266886433
pw_098,gene_20,treatment,4,107.47215227113574
pw_098,gene_20,treatment,5,47.304519233755656
pw_098,gene_20,treatment,6,70.07700217108486
pw_098,gene_20,treatment,7,90.86572399329276
pw_098,gene_20,treatment,8,68.913844047063
pw_099,gene_20,ctrl,1,59.69226461733922
pw_099,gene_20,ctrl,2,86.82113334840973
pw_099,gene_20,ctrl,3,78.57252609829568
pw_099,gene_20,ctrl,4,87.51070062648783
pw_099,gene_20,ctrl,5,68.25238490740131
pw_099,gene_20,ctrl,6,73.475697303843
pw_099,gene_20,ctrl,7,88.48247593556984
pw_099,gene_20,ctrl,8,113.74020154012396
pw_099,gene_20,treatment,1,38.56631526914441
pw_099,gene_20,treatment,2,89.90392286983965
pw_099,gene_20,treatment,3,44.982775384258645
pw_099,gene_20,treatment,4,98.47444457286146
pw_099,gene_20,treatment,5,51.45951883383011
pw_099,gene_20,treatment,6,78.8026904496022
pw_099,gene_20,treatment,7,64.86347630090201
pw_099,gene_20,treatment,8,89.72932312650877
pw_100,gene_20,ctrl,1,121.8727684222773
pw_100,gene_20,ctrl,2,54.158012048248054
pw_100,gene_20,ctrl,3,110.25068715913706
pw_100,gene_20,ctrl,4,77.7569785847515
pw_100,gene_20,ctrl,5,29.165540954039834
pw_100,gene_20,ctrl,6,43.46849492073457
pw_100,gene_20,ctrl,7,71.82334602749067
pw_100,gene_20,ctrl,8,53.465181787098345
pw_100,gene_20,treatment,1,88.89673010518942
pw_100,gene_20,treatment,2,78.930608922138
pw_100,gene_20,treatment,3,84.33535779838517
pw_100,gene_20,treatment,4,67.42164715151833
pw_100,gene_20,treatment,5,63.38226011186053
pw_100,gene_20,treatment,6,45.15980587703638
pw_100,gene_20,treatment,7,64.6653119603254
pw_100,gene_20,treatment,8,78.55046694441346
pw_101,gene_21,ctrl,1,101.69980608170638
pw_101,gene_21,ctrl,2,72.93798441244688
pw_101,gene_21,ctrl,3,112.71204972374926
pw_101,gene_21,ctrl,4,180.65711790048684
pw_101,gene_21,ctrl,5,64.5196735873524
pw_101,gene_21,ctrl,6,43.75664322725402
pw_101,gene_21,ctrl,7,76.86757723704152
pw_101,gene_21,ctrl,8,50.039674972634245
pw_101,gene_21,treatment,1,117.76986603866285
pw_101,gene_21,treatment,2,27.196866621234406
pw_101,gene_21,treatment,3,55.990342198328854
pw_101,gene_21,treatment,4,125.28270856389975
pw_101,gene_21,treatment,5,43.69370176509167
pw_101,gene_21,treatment,6,34.28860997188911
pw_101,gene_21,treatment,7,44.3444963082337
pw_101,gene_21,treatment,8,52.43232797362843
pw_102,gene_21,ctrl,1,106.3543858151031
pw_102,gene_21,ctrl,2,127.28914084786895
pw_102,gene_21,ctrl,3,153.68436048681534
pw_102,gene_21,ctrl,4,109.79508954728104
pw_102,gene_21,ctrl,5,83.1238986178825
pw_102,gene_21,ctrl,6,100.9729022289518
pw_102,gene_21,ctrl,7,93.80964121311362
pw_102,gene_21,ctrl,8,53.852674133174155
pw_102,gene_21,treatment,1,62.510227802482135
pw_102,gene_21,treatment,2,51.644031820450344
pw_102,gene_21,treatment,3,78.34936000536419
pw_102,gene_21,treatment,4,59.96507164768808
pw_102,gene_21,treatment,5,125.00860268804983
pw_102,gene_21,treatment,6,107.77065617899562
pw_102,gene_21,treatment,7,135.23784732266034
pw_102,gene_21,treatment,8,85.98233960313246
pw_103,gene_21,ctrl,1,73.16324143963918
pw_103,gene_21,ctrl,2,55.74209496390731
pw_103,gene_21,ctrl,3,64.83404253407309
pw_103,gene_21,ctrl,4,86.31127132804907
pw_103,gene_21,ctrl,5,74.87482546805279
pw_103,gene_21,ctrl,6,70.1292206355915
pw_103,gene_21,ctrl,7,43.424032582325964
pw_103,gene_21,ctrl,8,78.52047023346762
pw_103,gene_21,treatment,1,113.77517185120675
pw_103,gene_21,treatment,2,152.04393899285196
pw_103,gene_21,treatment,3,48.814411949220755
pw_103,gene_21,treatment,4,79.6358864122211
pw_103,gene_21,treatment,5,98.11106811967447
pw_103,gene_21,treatment,6,62.0244695285623
pw_103,gene_21,treatment,7,91.59417382966542
pw_103,gene_21,treatment,8,35.59350490767789
pw_104,gene_21,ctrl,1,85.73123467050651
pw_104,gene_21,ctrl,2,84.41557002981813
pw_104,gene_21,ctrl,3,152.07921900164862
pw_104,gene_21,ctrl,4,124.33175476836428
pw_104,gene_21,ctrl,5,44.0337723410588
pw_104,gene_21,ctrl,6,41.211762719594425
pw_104,gene_21,ctrl,7,115.06607674386221
pw_104,gene_21,ctrl,8,85.60635217541
pw_104,gene_21,treatment,1,171.28746140664302
pw_104,gene_21,treatment,2,56.388807684763336
pw_104,gene_21,treatment,3,52.24426510396233
pw_104,gene_21,treatment,4,118.6291160017046
pw_104,gene_21,treatment,5,78.04192919305048
pw_104,gene_21,treatment,6,89.69471742140075
pw_104,gene_21,treatment,7,100.0741386081694
pw_104,gene_21,treatment,8,120.7322967708078
pw_105,gene_21,ctrl,1,56.31703673468192
pw_105,gene_21,ctrl,2,80.03414967267805
pw_105,gene_21,ctrl,3,56.211741401204335
pw_105,gene_21,ctrl,4,77.47815372694794
pw_105,gene_21,ctrl,5,52.18707222532643
pw_105,gene_21,ctrl,6,66.42104535275412
pw_105,gene_21,ctrl,7,43.33751422785652
pw_105,gene_21,ctrl,8,61.20366225506745
pw_105,gene_21,treatment,1,103.11276405006782
pw_105,gene_21,treatment,2,70.671339374276
pw_105,gene_21,treatment,3,72.58746690517593
pw_105,gene_21,treatment,4,114.35825038916934
pw_105,gene_21,treatment,5,58.9993321280268
pw_105,gene_21,treatment,6,57.35838440148938
pw_105,gene_21,treatment,7,73.8122198633355
pw_105,gene_21,treatment,8,66.30796383625237
pw_106,gene_22,ctrl,1,91.73878245049701
pw_106,gene_22,ctrl,2,72.6411910320287
pw_106,gene_22,ctrl,3,24.986724249532674
pw_106,gene_22,ctrl,4,51.249649372875226
pw_106,gene_22,ctrl,5,154.03122386952182
pw_106,gene_22,ctrl,6,124.50393536183749
pw_106,gene_22,ctrl,7,78.22760599210187
pw_106,gene_22,ctrl,8,76.59023511343527
pw_106,gene_22,treatment,1,105.81974048771279
pw_106,gene_22,treatment,2,66.99842467007677
pw_106,gene_22,treatment,3,106.76087324787979
pw_106,gene_22,treatment,4,139.66574880617617
pw_106,gene_22,treatment,5,79.01767801970975
pw_106,gene_22,treatment,6,171.17408202290815
pw_106,gene_22,treatment,7,75.6254204485721
pw_106,gene_22,treatment,8,57.36153003222412
pw_107,gene_22,ctrl,1,25.759220736575827
pw_107,gene_22,ctrl,2,48.01198973310586
pw_107,gene_22,ctrl,3,43.649260893353706
pw_107,gene_22,ctrl,4,126.59288853213943
pw_107,gene_22,ctrl,5,154.86085005844532
pw_107,gene_22,ctrl,6,51.67990733918769
pw_107,gene_22,ctrl,7,44.419864838558205
pw_107,gene_22,ctrl,8,53.85127771531789
pw_107,gene_22,treatment,1,89.92008152080314
pw_107,gene_22,treatment,2,61.20355379176429
pw_107,gene_22,treatment,3,100.32934380517493
pw_107,gene_22,treatment,4,39.1515655616726
pw_107,gene_22,treatment,5,43.71530871049149
pw_107,gene_22,treatment,6,28.262322955355017
pw_107,gene_22,treatment,7,103.1758468621295
pw_107,gene_22,treatment,8,92.41979795616058
